Source           Destination              Packets               Bytes
 170.132.24.74    170.135.199.195               7325             1216223
 156.36.239.51    170.132.26.48                  429              147091
 170.132.26.48    156.36.239.51                  319               60640
 156.36.239.57    170.132.26.48                  599              412986
 170.132.26.48    156.36.239.57                  415              118348
 147.249.130.173  170.135.199.195                146               19537
 170.135.199.195  147.249.130.173                253               25736
 170.132.25.110   170.135.199.195                913              711950
 170.135.199.195  170.132.25.110                 454               84396
 156.55.84.167    170.135.199.195              27276            10036602
 170.135.199.195  156.55.84.167                27507             2447087
 156.36.204.245   147.249.148.13                 964              564573
 147.249.148.13   156.36.204.245                 604              202197
 156.36.239.63    170.132.26.47                 3639             2724895
 170.132.26.47    156.36.239.63                 2401              556046
 156.55.84.167    170.135.2.11                    17                3016
 170.135.2.11     156.55.84.167                   15                4885
 170.132.24.97    170.135.199.195               4679             1070724
 170.135.199.195  170.132.24.97                 4679              473411
 170.135.199.195  170.132.24.96                17167             3527443
 170.132.24.96    170.135.199.195              17678            11507970
 156.36.217.170   147.249.46.2                  4996              540926
 147.249.46.2     156.36.217.170                6494             3641007
 156.36.169.75    170.132.25.226                 231              114698
 170.132.25.226   156.36.169.75                  178               79416
 168.162.95.146   156.36.200.39                  240              113254
 156.36.200.39    168.162.95.146                 220               80297
 168.162.95.146   156.36.200.38                  169               82242
 156.36.200.38    168.162.95.146                 144               30945
 170.135.2.11     172.16.3.10                    678              122340
 168.162.95.146   156.36.200.32                  388              189006
 156.36.200.32    168.162.95.146                 326               79573
 170.132.50.161   170.135.2.11                   573              396160
 170.135.199.195  170.132.25.132               13788            10386622
 170.132.25.132   170.135.199.195              13640             9983837
 156.36.205.21    168.162.95.148                  91               11242
 168.162.95.148   156.36.205.21                   65               13278
 156.36.205.20    168.162.95.146                  46                5743
 168.162.95.146   156.36.205.20                   34                7005
 156.36.238.224   170.132.26.48                 1794              157448
 170.132.26.48    156.36.238.224                3178             3975846
 170.135.199.195  170.132.25.169              163979            48300797
 170.132.25.169   170.135.199.195             229847            25707947
 170.135.202.26   147.249.46.2                  2969              333547
 147.249.46.2     170.135.202.26                4427             2368434
 156.55.51.76     156.36.204.28                   69               17033
 156.36.204.28    156.55.51.76                    78               16469
 156.36.204.28    156.55.51.79                   164               10908
 156.55.51.79     156.36.204.28                  164               21723
 156.36.204.245   147.249.46.2                   360              222683
 147.249.46.2     156.36.204.245                 265               96152
 170.135.202.153  156.55.84.75                  1561              138874
 156.55.84.75     170.135.202.153               2987              254839
 170.135.199.195  170.132.25.211                 486               39530
 170.132.25.211   170.135.199.195                472               39244
 168.162.176.67   170.135.199.195                122                4892
 170.135.199.195  168.162.176.67                 122                9150
 170.132.235.15   156.36.200.98                  347               15895
 156.36.200.98    170.132.235.15                 208               34201
 147.249.148.13   170.135.199.195              92196           115235692
 170.135.199.195  147.249.148.13               84173             6760688
 170.132.235.10   156.36.200.98                    1                  40
 168.162.95.156   170.135.199.195             142035           167536071
 170.135.199.195  168.162.95.156               77851             7160466
 170.132.25.251   170.135.199.195             177912           203505533
 170.135.199.195  170.132.25.251              138656            15790696
 168.162.95.154   170.135.199.195             272100           253798410
 170.135.199.195  168.162.95.154              305933            78047793
 170.135.199.195  156.55.84.49                   788               32113
 156.55.84.49     170.135.199.195                796               53477
 170.135.199.195  168.162.95.148              117011            19045319
 168.162.95.148   170.135.199.195             323405           367751227
 168.162.95.146   170.135.199.195             468310           406589028
 170.135.199.195  168.162.95.146              478145           121605415
 170.135.202.79   156.55.84.167                   12                 636
 156.55.84.167    170.135.202.79                  14               11329
 170.132.26.47    156.36.48.98                 14307            18241405
 156.36.48.98     170.132.26.47                 7740              461281
 170.135.2.11     156.55.51.78                    56                7076
 156.55.51.78     170.135.2.11                    57               57021
 170.135.202.73   156.55.84.167                 1070               58448
 156.55.84.167    170.135.202.73                1072               74016
 147.249.60.137   170.135.199.195               2797             2550960
 170.135.199.195  147.249.60.137                3097              664513
 170.135.199.195  156.55.51.75                   282               11639
 156.55.51.75     170.135.199.195                267               23194

Accounting data age is 01:00
Source           Destination              Packets               Bytes
 170.132.25.26    170.135.199.195               5298             5542841
 170.135.199.195  170.132.25.26                 4845              761707
 170.132.25.27    170.135.199.195               2852             3029361
 170.135.199.195  170.132.25.27                 1986              231784
 170.135.199.195  170.132.25.25               260435            71881994
 170.132.25.25    170.135.199.195             396924            44900880
 170.135.199.195  168.162.176.152               3623              284612
 168.162.176.152  170.135.199.195               4746              263896
 156.36.239.64    170.132.26.47                 1437              413075
 170.132.26.47    156.36.239.64                 1072              232096
 168.162.189.38   156.36.198.250                1560              146946
 156.36.198.250   168.162.189.38                2431             2622099
 156.36.206.51    156.55.84.167                 3623              228742
 156.55.84.167    156.36.206.51                 6731             6012418
 147.249.46.72    170.135.199.195            1145852           789215694
 170.135.199.195  147.249.46.72               877256            93260436
 156.36.230.153   170.132.25.222                 988              165923
 170.132.25.222   156.36.230.153                 937              186403
 170.132.26.43    170.135.199.195              20018            22936461
 170.135.199.195  170.132.26.43                15716             1515014
 168.162.95.154   156.36.208.231                4314             4511252
 156.36.208.231   168.162.95.154                4297              273741
 170.132.24.95    170.135.199.195              12380            13815694
 170.135.199.195  170.132.24.95                12222             1271572
 168.162.95.146   156.36.206.240                8587             8784759
 156.36.206.240   168.162.95.146                6027             1134309
 170.132.24.94    170.135.199.195              52869            44701778
 170.135.199.195  170.132.24.94                50280             9550643
 168.162.95.154   156.36.206.240              153875           160954092
 156.36.206.240   168.162.95.154               92513             9021534
 168.162.95.154   156.36.208.233                4263             4483230
 156.36.208.233   168.162.95.154                4263              271652
 170.132.235.15   156.36.198.250                 780               35315
 156.36.198.250   170.132.235.15                 571               95099
 170.135.199.195  170.132.24.74                 3677              292655
 170.132.24.74    170.135.199.195               4921              290549
 156.36.206.236   168.162.95.154                7411             1299044
 168.162.95.154   156.36.206.236                6995             6888833
 156.36.239.51    170.132.26.48                  113               38993
 170.132.26.48    156.36.239.51                   84               15854
 156.36.239.57    170.132.26.48                  160              114074
 170.132.26.48    156.36.239.57                  105               27524
 147.249.130.173  170.135.199.195                290               84726
 170.135.199.195  147.249.130.173                297               27752
 170.135.199.195  156.55.84.167                26331             2684695
 156.55.84.167    170.135.199.195              25478             8254762
 156.36.204.245   147.249.148.13                 935              548855
 147.249.148.13   156.36.204.245                 599              208681
 170.132.113.5    170.135.199.195                 98               45332
 170.135.199.195  170.132.113.5                   99                9623
 156.36.239.63    170.132.26.47                 2884             2315069
 170.132.26.47    156.36.239.63                 1832              400071
 170.132.24.97    170.135.199.195               7724             3004827
 170.135.199.195  170.132.24.97                 7823             1174672
 170.132.24.96    170.135.199.195              19116            13208804
 170.135.199.195  170.132.24.96                17808             3676976
 156.36.217.170   147.249.46.2                  4892              529818
 147.249.46.2     156.36.217.170                6394             3597372
 156.36.169.75    170.132.25.226                  70               42950
 170.132.25.226   156.36.169.75                   50               19494
 168.162.95.146   156.36.200.39                  201               93917
 156.36.200.39    168.162.95.146                 186               71306
 170.135.2.10     156.55.84.75                   208               23348
 156.55.84.75     170.135.2.10                   217              221846
 168.162.95.146   156.36.200.38                  273              135282
 156.36.200.38    168.162.95.146                 232               50457
 170.135.2.11     172.16.3.10                   4218              296464
 168.162.95.146   156.36.200.32                   65               31826
 156.36.200.32    168.162.95.146                  56               11913
 170.132.50.161   170.135.2.11                  6781             8466671
 170.132.25.132   170.135.199.195              11511             9027233
 170.135.199.195  170.132.25.132               11169             8051760
 156.36.205.21    168.162.95.148                 318               39321
 168.162.95.148   156.36.205.21                  220               44571
 156.36.205.20    168.162.95.146                  54                6159
 168.162.95.146   156.36.205.20                   47               20849
 168.162.95.146   156.36.200.31                  108               52714
 156.36.200.31    168.162.95.146                  91               21418
 156.36.238.224   170.132.26.48                 1242               77820
 170.132.26.48    156.36.238.224                2284             2906084
 170.135.199.195  170.132.25.169              167309            49273680
 170.132.25.169   170.135.199.195             234665            26361025
 170.135.202.26   147.249.46.2                  2908              327179
 147.249.46.2     170.135.202.26                4365             2327000
 156.36.204.28    156.55.51.79                   122                7182
 156.55.51.79     156.36.204.28                  121                7312
 156.36.204.245   147.249.46.2                   413              257517
 147.249.46.2     156.36.204.245                 304              107744
 170.135.202.153  156.55.84.75                  1553              137296
 156.55.84.75     170.135.202.153               2961              272285
 170.135.199.195  170.132.25.211                 489               39756
 170.132.25.211   170.135.199.195                471               39528
 168.162.176.67   170.135.199.195              13170            16074080
 170.135.199.195  168.162.176.67               12920              629517
 170.132.235.15   156.36.200.98                  580               26646
 156.36.200.98    170.132.235.15                 334               42190
 147.249.148.13   170.135.199.195             124136           157672624
 170.135.199.195  147.249.148.13               94774             6522137
 170.135.202.107  156.55.84.168                  656               39364
 156.55.84.168    170.135.202.107                977             1251608
 156.36.200.98    170.132.235.10                 298               44772
 170.132.235.10   156.36.200.98                  443               39280
 168.162.95.156   170.135.199.195             543614           583586098
 170.135.199.195  168.162.95.156              329236            31843859
 170.132.25.251   170.135.199.195             159794           178269448
 170.135.199.195  170.132.25.251              119882            16457914
 168.162.95.154   170.135.199.195             272152           258563225
 170.135.199.195  168.162.95.154              299297            67031131
 170.135.199.195  156.55.84.49                   822               39497
 156.55.84.49     170.135.199.195                834               87956
 168.162.95.148   170.135.199.195             164016           179185276
 170.135.199.195  168.162.95.148               72848            18234977
 168.162.95.146   170.135.199.195             522034           426590029
 170.135.199.195  168.162.95.146              559289           197757634
 156.36.48.98     170.132.26.47                14015              738141
 170.132.26.47    156.36.48.98                 26439            33950082
 147.249.60.137   170.135.199.195               2317             2088279
 170.135.199.195  147.249.60.137                2598              547642
 170.135.202.73   156.55.84.167                  328               17452
 156.55.84.167    170.135.202.73                 328               23707
 170.135.199.195  156.55.51.75                   242                9680
 156.55.51.75     170.135.199.195                242                9680

Accounting data age is 01:00
Source           Destination              Packets               Bytes
 170.135.2.11     170.132.24.22                 8121              370512
 170.132.24.22    170.135.2.11                 15222            19699253
 170.132.25.26    170.135.199.195               4357             4084700
 170.135.199.195  170.132.25.26                 4036             1149735
 170.132.25.27    170.135.199.195              10451            11291683
 170.135.199.195  170.132.25.27                 9193              978360
 170.135.199.195  170.132.25.25               504151           140223661
 170.132.25.25    170.135.199.195             779098            91681541
 170.135.199.195  168.162.176.152              14988             1205077
 168.162.176.152  170.135.199.195              20515             1148453
 156.36.239.64    170.132.26.47                 4744             1477594
 170.132.26.47    156.36.239.64                 3538              722058
 170.135.199.195  170.132.221.213                  3                 152
 168.162.189.38   156.36.198.250              172894             7086561
 156.36.198.250   168.162.189.38              312799           375110689
 156.36.206.51    156.55.84.167              1090551            59527864
 156.55.84.167    156.36.206.51              1228998          1534933691
 147.249.46.72    170.135.199.195            2162892          1432384290
 170.135.199.195  147.249.46.72              1776590           181157548
 156.36.230.153   170.132.25.222                5254              521184
 170.132.25.222   156.36.230.153                5019              545008
 170.132.26.43    170.135.199.195             434959           525548794
 170.135.199.195  170.132.26.43               270040            19314349
 168.162.95.154   156.36.208.231              108217           119321480
 156.36.208.231   168.162.95.154               88465             5486628
 170.132.24.95    170.135.199.195              54149            64030441
 170.135.199.195  170.132.24.95                38020             3685231
 168.162.95.146   156.36.206.240              472115           518679185
 156.36.206.240   168.162.95.146              351249            19206930
 170.132.24.94    170.135.199.195             302316           321498955
 170.135.199.195  170.132.24.94               272625            35150999
 170.132.24.21    156.36.205.20                  156              152629
 156.36.205.20    170.132.24.21                  122               12320
 170.132.24.21    156.36.205.21                   12                3797
 156.36.205.21    170.132.24.21                   13                3692
 168.162.95.146   156.36.208.233              125904           152101268
 156.36.208.233   168.162.95.146               55470             2967953
 168.162.95.146   156.36.208.231              102192           120835668
 156.36.208.231   168.162.95.146               56857             3171430
 156.36.206.240   168.162.95.154              529569            54482964
 168.162.95.154   156.36.206.240              854780           884986329
 168.162.95.154   156.36.208.233              112986           124770431
 156.36.208.233   168.162.95.154               90218             5564048
 170.132.235.15   156.36.198.250               10035              565485
 156.36.198.250   170.132.235.15                8980             1186487
 168.162.95.154   156.36.228.195                6966             8931126
 156.36.228.195   168.162.95.154                3635              192146
 156.36.206.236   168.162.95.154               45219             8741328
 168.162.95.154   156.36.206.236               40503            36315711
 170.135.199.195  170.132.24.74                78612             6207237
 170.132.24.74    170.135.199.195             100799            18478296
 168.162.95.146   156.36.228.195              170663           221478863
 156.36.228.195   168.162.95.146               86318             3564348
 156.36.239.51    170.132.26.48                 2117              659604
 170.132.26.48    156.36.239.51                 1582              326426
 170.135.2.11     208.252.13.111                4655              194672
 208.252.13.111   170.135.2.11                  8722            11279356
 156.36.239.57    170.132.26.48                 3587             2784777
 170.132.26.48    156.36.239.57                 2387              570692
 147.249.130.173  170.135.199.195               7288             8196353
 170.135.199.195  147.249.130.173               4617              273092
 170.135.199.195  156.55.84.167                77540             4970269
 156.55.84.167    170.135.199.195              78081            14760645
 156.36.204.246   147.249.148.14                 145              100760
 147.249.148.14   156.36.204.246                  87               28374
 156.36.204.245   147.249.148.13                1380              890818
 147.249.148.13   156.36.204.245                 873              314249
 170.132.113.5    170.135.199.195                 48               24304
 170.135.199.195  170.132.113.5                   40                5480
 156.36.239.63    170.132.26.47                 8873             6873137
 170.132.26.47    156.36.239.63                 5742             1358586
 156.36.205.20    168.162.204.210                 42                4991
 168.162.204.210  156.36.205.20                   32                6005
 156.55.84.167    170.135.2.11                  1833               94692
 170.135.2.11     156.55.84.167                 3559             4360660
 170.132.24.97    170.135.199.195             103805            50487150
 170.135.199.195  170.132.24.97               105010            19486008
 170.132.24.96    170.135.199.195             155722            97493331
 170.135.199.195  170.132.24.96               155232            29900034
 170.132.66.101   156.36.198.250                 641              710131
 156.36.198.250   170.132.66.101                 448              137822
 147.249.46.2     156.36.217.170             1927151          1960228068
 156.36.217.170   147.249.46.2               1253023           332420711
 156.36.169.75    170.132.25.226                  30               19004
 170.132.25.226   156.36.169.75                   21                6345
 168.162.95.146   156.36.200.39                 2958             2763754
 156.36.200.39    168.162.95.146                1972              516624
 168.162.95.146   156.36.200.38                  704              345932
 170.135.2.10     156.55.84.75               1120331            61599672
 156.55.84.75     170.135.2.10               2175372          2821031263
 170.135.2.11     172.16.3.10                3008906           160628308
 156.36.200.38    168.162.95.146                 597              129350
 10.0.208.96      170.135.199.195                620               34720
 168.162.95.146   156.36.200.32                  200              101362
 156.36.200.32    168.162.95.146                 171               38931
 170.132.50.161   170.135.2.11               5638737          2949238886
 170.132.25.132   170.135.199.195              19408            18447549
 170.135.199.195  170.132.25.132               15062             8671481
 156.36.205.21    168.162.95.148               32889             1978578
 168.162.95.148   156.36.205.21                59663            77464380
 170.132.24.98    156.36.222.144               17048            21249206
 156.36.222.144   170.132.24.98                15466              681900
 156.36.205.20    168.162.95.146               62439             3893122
 168.162.95.146   156.36.205.20               112093           143927784
 168.162.95.146   156.36.200.31                  818              395171
 156.36.200.31    168.162.95.146                 687              158254
 156.36.238.224   170.132.26.48                 1211               67598
 170.132.26.48    156.36.238.224                2300             2947273
 170.132.25.169   170.135.199.195             213384            24926254
 170.135.199.195  170.132.25.169              152426            44650108
 170.135.2.10     156.55.84.98                    20                5272
 156.55.84.98     170.135.2.10                    15                3278
 170.135.202.26   147.249.46.2                266119            36805172
 147.249.46.2     170.135.202.26              486162           488098823
 156.55.51.76     156.36.204.28                  237               39809
 156.36.204.28    156.55.51.76                   279               68851
 156.36.204.28    156.55.51.79                   269               23214
 156.55.51.79     156.36.204.28                  269               57894
 156.36.204.245   147.249.46.2                   674              414688
 147.249.46.2     156.36.204.245                 495              172784
 170.135.202.153  156.55.84.75                326275            18622376
 156.55.84.75     170.135.202.153             394558           451875336
 170.132.238.37   170.135.199.195                 13                6164
 170.135.199.195  170.132.238.37                  15                2542
 170.135.199.195  170.132.25.211                4574              353787
 170.132.25.211   170.135.199.195               3653              313324
 168.162.176.67   170.135.199.195                149                6036
 170.135.199.195  168.162.176.67                 151               11152
 156.36.200.98    170.132.235.15                3285              832055
 170.132.235.15   156.36.200.98                 4946              358917
 147.249.148.14   170.135.199.195                983              990484
 170.135.199.195  147.249.148.14                1217              230237
 170.135.199.195  147.249.148.13              148379             9383975
 147.249.148.13   170.135.199.195             165160           209850873
 170.135.202.107  156.55.84.168                 3119              239273
 156.55.84.168    170.135.202.107               4160             5198137
 170.135.2.11     168.162.246.4                   19                5324
 168.162.246.4    170.135.2.11                    14                5035
 170.132.235.10   156.36.200.98                   14                 716
 170.135.199.195  168.162.95.156             1514407           146319215
 168.162.95.156   170.135.199.195            2445285          2585510110
 170.132.25.251   170.135.199.195             411500           464230777
 170.135.199.195  170.132.25.251              318389            38815982
 168.162.95.154   170.135.199.195             858817           818233836
 170.135.199.195  168.162.95.154              918891           230271498
 170.135.199.195  156.55.84.49                  7116              292467
 156.55.84.49     170.135.199.195               7143              375647
 170.135.199.195  168.162.95.148             1282448            77617438
 168.162.95.148   170.135.199.195            1958886          2209104845
 156.55.84.49     170.135.2.10                   101               13924
 170.135.2.10     156.55.84.49                   132              110760
 170.135.199.195  168.162.95.146             1600818           351289536
 168.162.95.146   170.135.199.195            1513855          1110352544
 170.135.202.79   156.55.84.167                    9                 480
 156.55.84.167    170.135.202.79                  13                9678
 156.55.51.77     170.135.2.11                   312               20296
 170.135.2.11     156.55.51.77                   586              735103
 156.36.48.98     170.132.26.47                32664             1794551
 170.132.26.47    156.36.48.98                 62054            79427679
 170.135.2.11     156.55.51.78                  6830              662848
 156.55.51.78     170.135.2.11                  8646             9827483
 170.135.202.76   156.55.84.167                    6                 324
 156.55.84.167    170.135.202.76                   6                1134
 170.135.2.10     156.55.51.78                   550               75584
 156.55.51.78     170.135.2.10                   614              612724
 170.135.202.73   156.55.84.167                 1726               93184
 156.55.84.167    170.135.202.73                1734              122490
 147.249.60.137   170.135.199.195               3698             3342118
 170.135.199.195  147.249.60.137                4437              847606
 170.135.202.70   156.55.84.167                   27                1452
 156.55.84.167    170.135.202.70                  31               13126
 170.135.199.195  156.55.51.75                  6020              256729
 156.55.51.75     170.135.199.195               5862              430872

Accounting data age is 16:11
Source           Destination              Packets               Bytes
 170.132.25.26    170.135.199.195                506              459641
 170.135.199.195  170.132.25.26                  374               63663
 170.132.25.27    170.135.199.195                675              509299
 170.135.199.195  170.132.25.27                  528               98869
 170.132.25.25    170.135.199.195             181965            84705534
 170.135.199.195  170.132.25.25               132732            33101064
 168.162.176.152  170.135.199.195               2604             3038876
 170.135.199.195  168.162.176.152               2454              231314
 156.36.239.64    170.132.26.47                  196               82833
 170.132.26.47    156.36.239.64                  145               21964
 168.162.189.38   156.36.198.250                 581               88998
 156.36.198.250   168.162.189.38                 830              809612
 156.36.206.51    156.55.84.167                 2249              158384
 156.55.84.167    156.36.206.51                 4228             2726975
 147.249.46.72    170.135.199.195             492943           321281555
 170.135.199.195  147.249.46.72               431924            38907034
 156.36.230.153   170.132.25.222                 576               63767
 170.132.25.222   156.36.230.153                 573               69368
 170.132.26.43    170.135.199.195              10727            12912972
 170.135.199.195  170.132.26.43                 5092              526720
 170.132.24.95    170.135.199.195               3335             3974305
 170.135.199.195  170.132.24.95                 1676              193223
 168.162.95.146   156.36.206.240                4812             4998232
 156.36.206.240   168.162.95.146                3362              580731
 170.132.24.94    170.135.199.195             164919           176603476
 170.135.199.195  170.132.24.94               153580            19513102
 170.132.26.84    170.135.199.195               1256             1481968
 170.135.199.195  170.132.26.84                  780               55161
 168.162.95.154   156.36.208.233                8543             8976706
 156.36.208.233   168.162.95.154                8537              544002
 156.36.198.250   170.132.235.15                3796              218108
 170.132.235.15   156.36.198.250                2756              113725
 168.162.95.154   156.36.206.236                4615             4290584
 156.36.206.236   168.162.95.154                4986              876253
 170.132.24.74    170.135.199.195              26679             3629535
 170.135.199.195  170.132.24.74                20242             1580524
 156.36.239.51    170.132.26.48                  204               72619
 170.132.26.48    156.36.239.51                  153               28476
 156.36.239.57    170.132.26.48                  352              313924
 170.132.26.48    156.36.239.57                  234               54766
 147.249.130.173  170.135.199.195                202               64355
 170.135.199.195  147.249.130.173                301               29199
 170.135.199.195  156.55.84.167                15774             1488622
 156.55.84.167    170.135.199.195              15505             5183743
 156.36.204.245   147.249.148.13                 227              117139
 147.249.148.13   156.36.204.245                 152               51813
 156.36.239.63    170.132.26.47                  249              162667
 170.132.113.5    170.135.199.195                103               49150
 170.135.199.195  170.132.113.5                   95               10736
 170.132.26.47    156.36.239.63                  195               63083
 156.55.84.167    170.135.2.11                    41                6312
 170.135.2.11     156.55.84.167                   47               31354
 170.132.24.97    170.135.199.195               5298             3497872
 170.135.199.195  170.132.24.97                 5443             1711090
 170.132.24.96    170.135.199.195              16653            10748582
 170.135.199.195  170.132.24.96                16273             3316039
 170.132.66.101   156.36.198.250                  54               55193
 156.36.198.250   170.132.66.101                  41               20026
 156.36.217.170   147.249.46.2                  3119              350149
 147.249.46.2     156.36.217.170                4588             2467214
 168.162.95.146   156.36.200.39                  274              144881
 156.36.200.39    168.162.95.146                 224               63512
 168.162.95.146   156.36.200.38                  180               88147
 156.36.200.38    168.162.95.146                 149               34237
 170.135.2.11     172.16.3.10                   2189              179036
 168.162.95.146   156.36.200.32                  139               75024
 156.36.200.32    168.162.95.146                 113               32383
 170.132.50.161   170.135.2.11                  3381             4117707
 170.132.25.132   170.135.199.195              18277            13894125
 170.135.199.195  170.132.25.132               17858            13115990
 156.36.205.21    168.162.95.148                  69                6331
 168.162.95.148   156.36.205.21                   81               76352
 156.36.205.20    168.162.95.146                  92               11502
 168.162.95.146   156.36.205.20                   64               12266
 168.162.95.146   156.36.200.31                  481              238110
 156.36.200.31    168.162.95.146                 422              133730
 170.135.199.195  170.132.25.169              173739            51188876
 170.132.25.169   170.135.199.195             242983            26245860
 170.135.202.26   147.249.46.2                  2906              327242
 147.249.46.2     170.135.202.26                4357             2312480
 156.55.51.76     156.36.204.28                  141               21388
 156.36.204.28    156.55.51.76                   159               27234
 156.36.204.28    156.55.51.79                   153                9316
 156.55.51.79     156.36.204.28                  155               21272
 156.36.204.245   147.249.46.2                    54               34310
 147.249.46.2     156.36.204.245                  39               14248
 170.135.202.153  156.55.84.75                  1630              140178
 156.55.84.75     170.135.202.153               3118              543608
 170.135.199.195  170.132.25.211                 484               39298
 170.132.25.211   170.135.199.195                475               39217
 156.36.200.98    170.132.235.15                 670              107022
 170.132.235.15   156.36.200.98                  667               29879
 147.249.148.13   170.135.199.195              12696            15848096
 170.135.199.195  147.249.148.13                9774              866147
 168.162.95.156   170.135.199.195              27088            30573770
 170.135.199.195  168.162.95.156               16846             1076372
 170.132.25.251   170.135.199.195              40236            47922034
 170.135.199.195  170.132.25.251               30225             2574864
 170.135.199.195  168.162.95.154              224692            54443664
 168.162.95.154   170.135.199.195             200029           182580206
 170.135.199.195  156.55.84.49                   300               12050
 156.55.84.49     170.135.199.195                299               12888
 168.162.95.148   170.135.199.195             190988           225486613
 170.135.199.195  168.162.95.148               74247             5191139
 168.162.95.146   170.135.199.195             401569           357774293
 170.135.199.195  168.162.95.146              418351            90486697
 156.36.48.98     170.132.26.47                 1105               64769
 170.132.26.47    156.36.48.98                  2133             2722740
 170.135.2.11     156.55.51.78                    74               10680
 156.55.51.78     170.135.2.11                    69               50918
 170.135.202.76   156.55.84.167                  620               32868
 156.55.84.167    170.135.202.76                 761              778515
 147.249.60.137   170.135.199.195                344              300509
 170.135.199.195  147.249.60.137                 443               63430
 170.135.202.73   156.55.84.167                  287               15332
 156.55.84.167    170.135.202.73                 287               20331
 170.135.199.195  156.55.51.75                   535               24961
 156.55.51.75     170.135.199.195                460              116146

Accounting data age is 01:00
Source           Destination              Packets               Bytes
 170.132.25.27    170.135.199.195                 43                8800
 170.135.199.195  170.132.25.27                   41               14548
 170.135.199.195  170.132.25.25               291198            77448745
 170.132.25.25    170.135.199.195             425059            54667280
 168.162.95.154   156.36.212.169                 109               67141
 156.36.212.169   168.162.95.154                  90               31426
 168.162.176.152  170.135.199.195               6488             1209086
 170.135.199.195  168.162.176.152               5209              762056
 170.132.26.47    156.36.239.64                  324               55738
 156.36.239.64    170.132.26.47                  438              163775
 168.162.189.38   156.36.198.250                 386               62410
 156.36.198.250   168.162.189.38                 547              514060
 156.36.206.51    156.55.84.167                 4941              297742
 156.55.84.167    156.36.206.51                 8836             8673519
 170.135.199.195  147.249.46.72               768395            75559560
 147.249.46.72    170.135.199.195             930801           626301490
 170.132.25.222   156.36.230.153                 779              137540
 156.36.230.153   170.132.25.222                 804              123777
 170.132.26.43    170.135.199.195              49675            59786662
 170.135.199.195  170.132.26.43                46999             3382302
 168.162.95.154   156.36.208.231                8534             8972521
 156.36.208.231   168.162.95.154                8535              543856
 170.132.24.95    170.135.199.195              15356            15993999
 170.135.199.195  170.132.24.95                15224             2076652
 168.162.95.146   156.36.206.240               10447            10519538
 156.36.206.240   168.162.95.146                7477             1455483
 170.132.24.94    170.135.199.195             130815           133392371
 170.135.199.195  170.132.24.94               115117            16864725
 170.132.26.84    170.135.199.195               3389             3572936
 170.135.199.195  170.132.26.84                 2780              442808
 170.132.235.15   156.36.198.250                2231               91864
 156.36.198.250   170.132.235.15                3213              164759
 168.162.95.154   156.36.206.236                3274             3023322
 156.36.206.236   168.162.95.154                3560              691821
 170.135.199.195  170.132.24.74                24381             1846376
 170.132.24.74    170.135.199.195              33210             5275992
 156.36.239.51    170.132.26.48                  814              275961
 170.132.26.48    156.36.239.51                  605              115784
 156.36.239.57    170.132.26.48                 1176              776744
 170.132.26.48    156.36.239.57                  836              232375
 147.249.130.173  170.135.199.195                121                4840
 170.135.199.195  147.249.130.173                242               25168
 156.55.84.167    170.135.199.195              26686            11194705
 170.135.199.195  156.55.84.167                27365             2972628
 156.36.204.245   147.249.148.13                 708              451336
 147.249.148.13   156.36.204.245                 451              168681
 170.132.26.47    156.36.239.63                  451              125097
 156.36.239.63    170.132.26.47                  643              456787
 170.132.24.97    170.135.199.195               7367             5404610
 170.135.199.195  170.132.24.97                 7032             2123617
 170.132.24.96    170.135.199.195              20950            13865540
 170.135.199.195  170.132.24.96                20218             4172720
 156.36.217.170   147.249.46.2                  3560              396167
 147.249.46.2     156.36.217.170                5070             2774628
 168.162.95.146   156.36.200.39                  382              181451
 156.36.200.39    168.162.95.146                 340              135069
 170.135.2.11     172.16.3.10                    408               73496
 168.162.95.146   156.36.200.38                  731              354160
 156.36.200.38    168.162.95.146                 615              152113
 168.162.95.146   156.36.200.32                  230              125031
 156.36.200.32    168.162.95.146                 191               54055
 170.132.50.161   170.135.2.11                   349              237066
 170.132.25.132   170.135.199.195              16528            11625229
 170.135.199.195  170.132.25.132               17177            13359064
 156.36.205.20    168.162.95.146                 131               13738
 168.162.95.146   156.36.205.20                  138              102642
 168.162.95.146   156.36.200.31                  283              146479
 156.36.200.31    168.162.95.146                 234               50669
 156.36.238.224   170.132.26.48                 1119               74140
 170.132.26.48    156.36.238.224                2139             2714529
 170.135.199.195  170.132.25.169              169490            49960709
 170.132.25.169   170.135.199.195             237152            25646714
 170.135.202.26   147.249.46.2                  2981              335025
 147.249.46.2     170.135.202.26                4440             2378585
 156.36.204.28    156.55.51.76                   110               30493
 156.55.51.76     156.36.204.28                   95               30980
 156.36.204.28    156.55.51.79                   153                9146
 156.55.51.79     156.36.204.28                  155               21548
 156.36.204.245   147.249.46.2                    56               34406
 147.249.46.2     156.36.204.245                  40               14288
 170.135.202.153  156.55.84.75                  1573              137532
 156.55.84.75     170.135.202.153               3012              395172
 170.135.199.195  170.132.25.211                 483               39043
 170.132.25.211   170.135.199.195                449               38169
 170.132.235.15   156.36.200.98                  404               17191
 156.36.200.98    170.132.235.15                 456               32909
 147.249.148.13   170.135.199.195              77828            99810447
 170.135.199.195  147.249.148.13               77731             3954711
 168.162.95.156   170.135.199.195              55488            64857901
 170.135.199.195  168.162.95.156               26629             1645733
